model_type,epoch,train_loss,val_loss,val_accuracy,val_macro_f1
hybrid_quantum,1,1.2526985494613647,1.0788503217697143,0.547,0.5427737982521866
hybrid_quantum,2,0.9178577603340149,0.9556969470977783,0.623,0.6167423490042712
hybrid_quantum,3,0.6634555515289307,0.822491418838501,0.689,0.6895124056559281
hybrid_quantum,4,0.47634626169204713,0.7957984533309936,0.723,0.7212337380041117
hybrid_quantum,5,0.3277729085445404,0.8718564424514771,0.718,0.7167825250147499
