model_type,epoch,train_loss,val_loss,val_accuracy,val_macro_f1
classical_ablation,1,1.1792703221321106,0.9436167268753052,0.617,0.6182657152396475
classical_ablation,2,0.7197410468101502,0.7507642021179199,0.722,0.7230407303691979
classical_ablation,3,0.47120361852645876,0.742227032661438,0.742,0.7399933248084932
classical_ablation,4,0.32401838786005976,0.7633955354690551,0.759,0.7555284992784993
classical_ablation,5,0.21838077619075774,0.8130866956710815,0.77,0.7697284402858818
